Company,City_Mpg,Fuel_Type,Highway_Mpg,Classification,Model Year,Year,Price
Ford,17,Gasoline,25,Automatic transmission,2011 Ford Taurus,2011,2234180
Ford,18,Gasoline,28,Automatic transmission,2010 Ford Taurus,2010,2869851
Ford,18,Gasoline,27,Automatic transmission,2010 Ford Taurus,2010,1187791
Ford,17,Gasoline,25,Automatic transmission,2010 Ford Taurus,2010,2875383
Ford,18,Gasoline,27,Automatic transmission,2010 Ford Taurus,2010,518861
Ford,17,Gasoline,25,Automatic transmission,2010 Ford Taurus,2010,1531857
Volkswagen,23,Gasoline,30,Automatic transmission,2010 Volkswagen Golf 4-Door,2010,1335142
Volkswagen,30,Dieselfuel,41,Manual transmission,2010 Volkswagen Golf 4-Door,2010,1498434
Volkswagen,23,Gasoline,33,Manual transmission,2011 Volkswagen Golf 2-Door,2011,2013481
Volkswagen,24,Gasoline,31,Automatic transmission,2011 Volkswagen Golf 2-Door,2011,2362753
Volkswagen,30,Dieselfuel,42,Manual transmission,2011 Volkswagen Golf 2-Door,2011,1768768
Ford,19,Gasoline,26,Automatic transmission,2011 Ford Edge,2011,1427465
Ford,19,Gasoline,26,Automatic transmission,2011 Ford Edge,2011,1775053
Ford,18,Gasoline,26,Automatic transmission,2011 Ford Edge,2011,2749442
Ford,19,Gasoline,26,Automatic transmission,2011 Ford Edge,2011,2802755
Ford,18,Gasoline,26,Automatic transmission,2011 Ford Edge,2011,1610282
Ford,18,Gasoline,25,Automatic transmission,2011 Ford Edge,2011,2607366
Ford,17,Gasoline,23,Automatic transmission,2011 Ford Edge,2011,1490097
Volkswagen,24,Gasoline,31,Automatic transmission,2011 Volkswagen Golf 4-Door,2011,2086493
Volkswagen,30,Dieselfuel,42,Manual transmission,2011 Volkswagen Golf 4-Door,2011,1725268
Audi,16,Gasoline,24,Automatic transmission,2012 Audi S5 Coupe,2012,2064929
Audi,14,Gasoline,22,Manual transmission,2012 Audi S5 Coupe,2012,2191463
Ford,19,Gasoline,27,Automatic transmission,2012 Ford Edge,2012,1834383
Ford,19,Gasoline,27,Automatic transmission,2012 Ford Edge,2012,2037627
Ford,18,Gasoline,25,Automatic transmission,2012 Ford Edge,2012,2051022
Ford,19,Gasoline,27,Automatic transmission,2012 Ford Edge,2012,1415898
Ford,18,Gasoline,25,Automatic transmission,2012 Ford Edge,2012,2713621
Ford,19,Gasoline,26,Automatic transmission,2012 Ford Edge,2012,1136430
Ford,17,Gasoline,23,Automatic transmission,2012 Ford Edge,2012,653441
Ford,18,Gasoline,25,Automatic transmission,2010 Ford Edge,2010,2266178
Ford,17,Gasoline,23,Automatic transmission,2010 Ford Edge,2010,2209443
Ford,18,Gasoline,25,Automatic transmission,2010 Ford Edge,2010,1459007
Ford,17,Gasoline,23,Automatic transmission,2010 Ford Edge,2010,1895188
Ford,18,Gasoline,25,Automatic transmission,2010 Ford Edge,2010,1511014
Ford,17,Gasoline,23,Automatic transmission,2010 Ford Edge,2010,757291
Ford,18,Gasoline,25,Automatic transmission,2010 Ford Edge,2010,1393266
Ford,17,Gasoline,23,Automatic transmission,2010 Ford Edge,2010,2584768
Audi,16,Gasoline,24,Automatic transmission,2011 Audi S5 Coupe,2011,816526
Audi,14,Gasoline,22,Manual transmission,2011 Audi S5 Coupe,2011,1263727
Ford,21,Gasoline,30,Automatic transmission,2012 Ford Edge,2012,823364
Ford,21,Gasoline,30,Automatic transmission,2012 Ford Edge,2012,2008156
Ford,21,Gasoline,30,Automatic transmission,2012 Ford Edge,2012,1189644
Audi,16,Gasoline,24,Automatic transmission,2010 Audi S5 Coupe,2010,1314596
Audi,14,Gasoline,22,Manual transmission,2010 Audi S5 Coupe,2010,2344595
Audi,14,Gasoline,21,Automatic transmission,2011 Audi S6,2011,563459
Audi,14,Gasoline,19,Automatic transmission,2010 Audi S6,2010,722333
Honda,26,Gasoline,34,Manual transmission,2011 Honda Civic Sedan,2011,2062873
Honda,25,Gasoline,36,Automatic transmission,2011 Honda Civic Sedan,2011,2150851
Honda,26,Gasoline,34,Manual transmission,2011 Honda Civic Sedan,2011,2941838
Honda,25,Gasoline,36,Automatic transmission,2011 Honda Civic Sedan,2011,2213371
Honda,26,Gasoline,34,Manual transmission,2011 Honda Civic Sedan,2011,2160160
Honda,25,Gasoline,36,Automatic transmission,2011 Honda Civic Sedan,2011,2649736
Honda,26,Gasoline,34,Manual transmission,2011 Honda Civic Sedan,2011,1972089
Honda,25,Gasoline,36,Automatic transmission,2011 Honda Civic Sedan,2011,2403916
Honda,26,Gasoline,34,Manual transmission,2011 Honda Civic Sedan,2011,2115749
Honda,25,Gasoline,36,Automatic transmission,2011 Honda Civic Sedan,2011,1087177
Honda,25,Gasoline,36,Automatic transmission,2011 Honda Civic Sedan,2011,907086
Honda,21,Gasoline,29,Manual transmission,2011 Honda Civic Sedan,2011,2180023
Honda,24,Compressednaturalgas,36,Automatic transmission,2011 Honda Civic Sedan,2011,2161305
Chevrolet,15,Gasoline,24,Manual transmission,2012 Chevrolet Corvette Z06,2012,2462019
Chevrolet,15,Gasoline,24,Manual transmission,2012 Chevrolet Corvette Z06,2012,1990492
Chevrolet,15,Gasoline,24,Manual transmission,2012 Chevrolet Corvette Z06,2012,1270026
Chevrolet,15,Gasoline,24,Manual transmission,2011 Chevrolet Corvette Z06,2011,694655
Chevrolet,15,Gasoline,24,Manual transmission,2011 Chevrolet Corvette Z06,2011,1335402
Chevrolet,15,Gasoline,24,Manual transmission,2011 Chevrolet Corvette Z06,2011,2687841
Chevrolet,15,Gasoline,24,Manual transmission,2010 Chevrolet Corvette Z06,2010,2170581
Chevrolet,15,Gasoline,24,Manual transmission,2010 Chevrolet Corvette Z06,2010,1082087
Chevrolet,15,Gasoline,24,Manual transmission,2010 Chevrolet Corvette Z06,2010,1580553
Chevrolet,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Convertible,2012,2009738
Chevrolet,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Convertible,2012,761282
Chevrolet,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Convertible,2012,2767027
Chevrolet,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Convertible,2012,1319892
Chevrolet,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Convertible,2012,2300865
Chevrolet,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Convertible,2012,2193088
Chevrolet,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Convertible,2012,2327119
Chevrolet,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Convertible,2012,2778658
Nissan,14,Gasoline,20,Automatic transmission,2010 Nissan Pathfinder,2010,776311
Nissan,15,Gasoline,22,Automatic transmission,2010 Nissan Pathfinder,2010,1835956
Nissan,15,Gasoline,22,Automatic transmission,2010 Nissan Pathfinder,2010,589633
Nissan,14,Gasoline,20,Automatic transmission,2010 Nissan Pathfinder,2010,1409028
Nissan,13,Gasoline,18,Automatic transmission,2010 Nissan Pathfinder,2010,1529514
Nissan,14,Gasoline,20,Automatic transmission,2010 Nissan Pathfinder,2010,1913298
Nissan,15,Gasoline,22,Automatic transmission,2010 Nissan Pathfinder,2010,2385494
Volkswagen,16,Gasoline,23,Automatic transmission,2010  Volkswagen Routan,2010,1495894
Volkswagen,16,Gasoline,23,Automatic transmission,2010  Volkswagen Routan,2010,1673079
Volkswagen,17,Gasoline,25,Automatic transmission,2010  Volkswagen Routan,2010,2182237
Volkswagen,17,Gasoline,25,Automatic transmission,2010  Volkswagen Routan,2010,2116299
Nissan,15,Gasoline,22,Automatic transmission,2009 Nissan Pathfinder,2009,2188863
Nissan,14,Gasoline,20,Automatic transmission,2009 Nissan Pathfinder,2009,2898629
Nissan,14,Gasoline,20,Automatic transmission,2009 Nissan Pathfinder,2009,888685
Nissan,13,Gasoline,18,Automatic transmission,2009 Nissan Pathfinder,2009,1640546
Nissan,15,Gasoline,22,Automatic transmission,2009 Nissan Pathfinder,2009,2716644
Nissan,14,Gasoline,20,Automatic transmission,2009 Nissan Pathfinder,2009,2320248
Nissan,14,Gasoline,20,Automatic transmission,2009 Nissan Pathfinder,2009,2327297
Nissan,15,Gasoline,22,Automatic transmission,2009 Nissan Pathfinder,2009,2172362
Volkswagen,17,Gasoline,25,Automatic transmission,2011 Volkswagen Routan,2011,1506595
Volkswagen,17,Gasoline,25,Automatic transmission,2011 Volkswagen Routan,2011,706952
Volkswagen,17,Gasoline,25,Automatic transmission,2011 Volkswagen Routan,2011,1356111
Volkswagen,17,Gasoline,25,Automatic transmission,2011 Volkswagen Routan,2011,629372
Volkswagen,19,Gasoline,26,Manual transmission,2010 Volkswagen Tiguan,2010,1545877
Volkswagen,18,Gasoline,24,Automatic transmission,2010 Volkswagen Tiguan,2010,862393
Volkswagen,18,Gasoline,24,Automatic transmission,2010 Volkswagen Tiguan,2010,652316
Volkswagen,18,Gasoline,24,Automatic transmission,2010 Volkswagen Tiguan,2010,1758496
Hyundai,24,Gasoline,35,Manual transmission,2012 Hyundai Sonata,2012,1077622
Hyundai,24,Gasoline,35,Automatic transmission,2012 Hyundai Sonata,2012,2534746
Hyundai,24,Gasoline,35,Automatic transmission,2012 Hyundai Sonata,2012,2669838
Hyundai,24,Gasoline,35,Automatic transmission,2012 Hyundai Sonata,2012,789714
Hyundai,24,Gasoline,35,Automatic transmission,2012 Hyundai Sonata,2012,1775770
Hyundai,22,Gasoline,34,Automatic transmission,2012 Hyundai Sonata,2012,2363139
Hyundai,24,Gasoline,35,Automatic transmission,2012 Hyundai Sonata,2012,1887943
Hyundai,22,Gasoline,34,Automatic transmission,2012 Hyundai Sonata,2012,844541
Hyundai,22,Gasoline,35,Automatic transmission,2011 Hyundai Sonata,2011,2824429
Hyundai,22,Gasoline,33,Automatic transmission,2011 Hyundai Sonata,2011,1804088
Hyundai,22,Gasoline,35,Automatic transmission,2011 Hyundai Sonata,2011,981065
Hyundai,24,Gasoline,35,Manual transmission,2011 Hyundai Sonata,2011,2564670
Hyundai,22,Gasoline,35,Automatic transmission,2011 Hyundai Sonata,2011,585537
Hyundai,22,Gasoline,35,Automatic transmission,2011 Hyundai Sonata,2011,2731125
Hyundai,22,Gasoline,35,Automatic transmission,2011 Hyundai Sonata,2011,1993215
Hyundai,22,Gasoline,35,Automatic transmission,2011 Hyundai Sonata,2011,1156440
Hyundai,22,Gasoline,32,Automatic transmission,2010 Hyundai Sonata,2010,826893
Hyundai,21,Gasoline,32,Manual transmission,2010 Hyundai Sonata,2010,2624952
Hyundai,22,Gasoline,32,Automatic transmission,2010 Hyundai Sonata,2010,2264132
Hyundai,22,Gasoline,32,Automatic transmission,2010 Hyundai Sonata,2010,2261450
Hyundai,22,Gasoline,32,Automatic transmission,2010 Hyundai Sonata,2010,611253
Hyundai,22,Gasoline,32,Automatic transmission,2010 Hyundai Sonata,2010,599473
Hyundai,22,Gasoline,32,Automatic transmission,2010 Hyundai Sonata,2010,2116259
Hyundai,19,Gasoline,29,Automatic transmission,2010 Hyundai Sonata,2010,582807
Hyundai,19,Gasoline,29,Automatic transmission,2010 Hyundai Sonata,2010,707744
Honda,31,Gasoline,37,Manual transmission,2011 Honda CR-Z,2011,2248171
Honda,31,Gasoline,37,Manual transmission,2011 Honda CR-Z,2011,1841743
Hyundai,17,Gasoline,22,Automatic transmission,2011 Hyundai Veracruz,2011,646633
Hyundai,17,Gasoline,22,Automatic transmission,2011 Hyundai Veracruz,2011,1113941
Hyundai,16,Gasoline,21,Automatic transmission,2011 Hyundai Veracruz,2011,744475
Hyundai,16,Gasoline,21,Automatic transmission,2011 Hyundai Veracruz,2011,2356903
Hyundai,16,Gasoline,22,Automatic transmission,2010 Hyundai Veracruz,2010,844654
Hyundai,17,Gasoline,23,Automatic transmission,2010 Hyundai Veracruz,2010,2525427
Hyundai,16,Gasoline,22,Automatic transmission,2010 Hyundai Veracruz,2010,971768
Hyundai,17,Gasoline,23,Automatic transmission,2010 Hyundai Veracruz,2010,741164
Honda,27,Gasoline,33,Manual transmission,2011 Honda Fit,2011,557322
Honda,28,Gasoline,35,Automatic transmission,2011 Honda Fit,2011,2820165
Honda,27,Gasoline,33,Manual transmission,2011 Honda Fit,2011,1466364
Honda,27,Gasoline,33,Automatic transmission,2011 Honda Fit,2011,2492606
Hyundai,35,Gasoline,40,Automatic transmission,2011 Hyundai Sonata Hybrid,2011,1470027
Hyundai,23,Gasoline,31,Automatic transmission,2012 Hyundai Tucson,2012,834335
Hyundai,22,Gasoline,32,Automatic transmission,2012 Hyundai Tucson,2012,1724553
Hyundai,21,Gasoline,28,Automatic transmission,2012 Hyundai Tucson,2012,1167087
Hyundai,22,Gasoline,32,Automatic transmission,2012 Hyundai Tucson,2012,1530465
Hyundai,21,Gasoline,28,Automatic transmission,2012 Hyundai Tucson,2012,2794688
Hyundai,22,Gasoline,32,Automatic transmission,2012 Hyundai Tucson,2012,2607156
Hyundai,20,Gasoline,27,Manual transmission,2012 Hyundai Tucson,2012,2641103
Hyundai,21,Gasoline,28,Automatic transmission,2012 Hyundai Tucson,2012,1492678
Hyundai,22,Gasoline,32,Automatic transmission,2012 Hyundai Tucson,2012,2466505
Hyundai,21,Gasoline,28,Automatic transmission,2012 Hyundai Tucson,2012,2429014
Mazda,20,Gasoline,28,Automatic transmission,2011 Mazda CX-7,2011,1449438
Mazda,20,Gasoline,28,Automatic transmission,2011 Mazda CX-7,2011,1032936
Mazda,18,Gasoline,24,Automatic transmission,2011 Mazda CX-7,2011,1173035
Mazda,17,Gasoline,21,Automatic transmission,2011 Mazda CX-7,2011,1924274
Mazda,20,Gasoline,28,Automatic transmission,2011 Mazda CX-7,2011,865496
Mazda,18,Gasoline,24,Automatic transmission,2011 Mazda CX-7,2011,651707
Mazda,17,Gasoline,21,Automatic transmission,2011 Mazda CX-7,2011,1619954
Ford,17,Gasoline,24,Automatic transmission,2012 Ford Flex,2012,787469
Ford,17,Gasoline,24,Automatic transmission,2012 Ford Flex,2012,613667
Ford,16,Gasoline,23,Automatic transmission,2012 Ford Flex,2012,1902117
Ford,17,Gasoline,24,Automatic transmission,2012 Ford Flex,2012,938843
Ford,16,Gasoline,23,Automatic transmission,2012 Ford Flex,2012,1341332
Ford,16,Gasoline,22,Automatic transmission,2012 Ford Flex,2012,2492271
Ford,17,Gasoline,24,Automatic transmission,2012 Ford Flex,2012,1834826
Ford,16,Gasoline,23,Automatic transmission,2012 Ford Flex,2012,2304822
Ford,16,Gasoline,22,Automatic transmission,2012 Ford Flex,2012,538823
Honda,27,Gasoline,33,Manual transmission,2010 Honda Fit,2010,1712164
Honda,28,Gasoline,35,Automatic transmission,2010 Honda Fit,2010,1546764
Honda,27,Gasoline,33,Manual transmission,2010 Honda Fit,2010,2684332
Honda,27,Gasoline,33,Automatic transmission,2010 Honda Fit,2010,2344324
Ford,17,Gasoline,24,Automatic transmission,2011 Ford Flex,2011,2968274
Ford,17,Gasoline,24,Automatic transmission,2011 Ford Flex,2011,1603630
Ford,16,Gasoline,22,Automatic transmission,2011 Ford Flex,2011,1274641
Ford,16,Gasoline,22,Automatic transmission,2011 Ford Flex,2011,1523432
Ford,17,Gasoline,24,Automatic transmission,2011 Ford Flex,2011,2023000
Ford,16,Gasoline,22,Automatic transmission,2011 Ford Flex,2011,719555
Ford,16,Gasoline,22,Automatic transmission,2011 Ford Flex,2011,2679246
Ford,17,Gasoline,24,Automatic transmission,2011 Ford Flex,2011,728129
Ford,16,Gasoline,22,Automatic transmission,2011 Ford Flex,2011,1815505
Ford,16,Gasoline,22,Automatic transmission,2011 Ford Flex,2011,2399762
Mazda,20,Gasoline,28,Automatic transmission,2010 Mazda CX-7,2010,1984133
Mazda,20,Gasoline,28,Automatic transmission,2010 Mazda CX-7,2010,1292850
Mazda,18,Gasoline,25,Automatic transmission,2010 Mazda CX-7,2010,1427297
Mazda,17,Gasoline,23,Automatic transmission,2010 Mazda CX-7,2010,689711
Mazda,18,Gasoline,25,Automatic transmission,2010 Mazda CX-7,2010,2791107
Mazda,17,Gasoline,23,Automatic transmission,2010 Mazda CX-7,2010,642482
Hyundai,23,Gasoline,31,Automatic transmission,2011 Hyundai Tucson,2011,2413282
Hyundai,22,Gasoline,31,Automatic transmission,2011 Hyundai Tucson,2011,1923601
Hyundai,22,Gasoline,31,Automatic transmission,2011 Hyundai Tucson,2011,1966998
Hyundai,21,Gasoline,28,Automatic transmission,2011 Hyundai Tucson,2011,804213
Hyundai,21,Gasoline,28,Automatic transmission,2011 Hyundai Tucson,2011,1943629
Hyundai,21,Gasoline,28,Automatic transmission,2011 Hyundai Tucson,2011,1933429
Hyundai,22,Gasoline,31,Automatic transmission,2011 Hyundai Tucson,2011,2197164
Hyundai,20,Gasoline,27,Manual transmission,2011 Hyundai Tucson,2011,2941658
Hyundai,21,Gasoline,28,Automatic transmission,2011 Hyundai Tucson,2011,1393006
Hyundai,22,Gasoline,31,Automatic transmission,2011 Hyundai Tucson,2011,1439990
Audi,11,Gasoline,20,Manual transmission,2012 Audi R8 Spyder,2012,1960363
Audi,12,Gasoline,19,Manual transmission,2012 Audi R8 Spyder,2012,906862
Ford,17,Gasoline,24,Automatic transmission,2010 Ford Flex,2010,2876030
Ford,17,Gasoline,24,Automatic transmission,2010 Ford Flex,2010,1332584
Ford,16,Gasoline,22,Automatic transmission,2010 Ford Flex,2010,2166277
Ford,16,Gasoline,22,Automatic transmission,2010 Ford Flex,2010,2223663
Ford,17,Gasoline,24,Automatic transmission,2010 Ford Flex,2010,1772208
Ford,16,Gasoline,22,Automatic transmission,2010 Ford Flex,2010,553338
Ford,16,Gasoline,22,Automatic transmission,2010 Ford Flex,2010,1420250
Mazda,17,Gasoline,24,Automatic transmission,2011 Mazda CX-9,2011,2811919
Mazda,16,Gasoline,22,Automatic transmission,2011 Mazda CX-9,2011,1131476
Mazda,17,Gasoline,24,Automatic transmission,2011 Mazda CX-9,2011,2631084
Mazda,16,Gasoline,22,Automatic transmission,2011 Mazda CX-9,2011,1898610
Mazda,17,Gasoline,24,Automatic transmission,2011 Mazda CX-9,2011,1934039
Mazda,16,Gasoline,22,Automatic transmission,2011 Mazda CX-9,2011,2436428
Volkswagen,18,Gasoline,26,Manual transmission,2011 Volkswagen Tiguan,2011,817179
Volkswagen,20,Gasoline,25,Automatic transmission,2011 Volkswagen Tiguan,2011,675987
Volkswagen,20,Gasoline,25,Automatic transmission,2011 Volkswagen Tiguan,2011,2275812
Volkswagen,20,Gasoline,25,Automatic transmission,2011 Volkswagen Tiguan,2011,776844
Volkswagen,14,Gasoline,19,Automatic transmission,2010 Volkswagen Touareg,2010,1976847
Volkswagen,18,Dieselfuel,25,Automatic transmission,2010 Volkswagen Touareg,2010,2472850
Mercedes,14,Gasoline,21,Automatic transmission,2010 Mercedes-Benz CL-Class,2010,1099700
Mercedes-Benz,11,Gasoline,17,Automatic transmission,2010 Mercedes-Benz CL-Class,2010,1707007
AMG,11,Gasoline,18,Automatic transmission,2010 Mercedes-Benz CL-Class,2010,2426135
AMG,11,Gasoline,17,Automatic transmission,2010 Mercedes-Benz CL-Class,2010,1983931
BMW Motorrad,18,Gasoline,28,Manual transmission,2011 BMW 1 Series Convertible,2011,2901417
BMW Motorrad,18,Gasoline,27,Automatic transmission,2011 BMW 1 Series Convertible,2011,2065473
BMW,19,Gasoline,28,Manual transmission,2011 BMW 1 Series Convertible,2011,1707934
Mercedes-Benz,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz CL-Class,2011,2241174
AMG,15,Gasoline,21,Automatic transmission,2011 Mercedes-Benz CL-Class,2011,681452
Mercedes-Benz,15,Gasoline,23,Automatic transmission,2011 Mercedes-Benz CL-Class,2011,1103654
AMG,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz CL-Class,2011,1623963
BMW Motorrad,18,Gasoline,25,Automatic transmission,2010 BMW 1 Series Coupe,2010,1716395
BMW Motorrad,18,Gasoline,25,Manual transmission,2010 BMW 1 Series Coupe,2010,2421314
BMW Motorrad,18,Gasoline,28,Manual transmission,2010 BMW 1 Series Coupe,2010,1111311
BMW Motorrad,18,Gasoline,28,Automatic transmission,2010 BMW 1 Series Coupe,2010,1087506
Hyundai,23,Gasoline,31,Automatic transmission,2010 Hyundai Tucson,2010,1315047
Hyundai,22,Gasoline,30,Manual transmission,2010 Hyundai Tucson,2010,2500327
Hyundai,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson,2010,573568
Hyundai,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson,2010,2731272
Hyundai,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson,2010,2219829
Hyundai,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson,2010,2632124
Hyundai,23,Gasoline,31,Automatic transmission,2010 Hyundai Tucson,2010,2765350
Hyundai,23,Gasoline,31,Automatic transmission,2010 Hyundai Tucson,2010,1291689
Hyundai,23,Gasoline,31,Automatic transmission,2010 Hyundai Tucson,2010,740508
BMW Motorrad,20,Gasoline,28,Manual transmission,2011 BMW 1 Series Coupe,2011,2956104
BMW Motorrad,18,Gasoline,28,Automatic transmission,2011 BMW 1 Series Coupe,2011,2609337
BMW Motorrad,18,Gasoline,28,Manual transmission,2011 BMW 1 Series Coupe,2011,1247208
Mercedes,14,Gasoline,21,Automatic transmission,2010 Mercedes-Benz CLS-Class,2010,595045
AMG,12,Gasoline,18,Automatic transmission,2010 Mercedes-Benz CLS-Class,2010,1740823
Chevrolet,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible,2011,1910860
Chevrolet,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Convertible,2011,2255595
Chevrolet,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible,2011,1919608
Chevrolet,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Convertible,2011,2103320
Chevrolet,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible,2011,823079
Chevrolet,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Convertible,2011,880161
Chevrolet,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible,2011,2991610
Chevrolet,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Convertible,2011,572219
Mercedes-AMG,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz CLS-Class,2011,2049265
Chevrolet,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Convertible,2010,1033582
Chevrolet,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Convertible,2010,1880923
Chevrolet,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Convertible,2010,986713
Chevrolet,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Convertible,2010,1718581
Chevrolet,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Convertible,2010,1628349
Chevrolet,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Convertible,2010,2257206
Chevrolet,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Convertible,2010,885109
Chevrolet,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Convertible,2010,1969363
Mitsubishi,17,Gasoline,25,Automatic transmission,2012 Mitsubishi Eclipse Coupe,2012,1165374
Mitsubishi,20,Gasoline,28,Automatic transmission,2012 Mitsubishi Eclipse Coupe,2012,1761822
Mitsubishi,20,Gasoline,28,Automatic transmission,2012 Mitsubishi Eclipse Coupe,2012,1591866
Mitsubishi,20,Gasoline,28,Manual transmission,2012 Mitsubishi Eclipse Coupe,2012,2947945
Mitsubishi,20,Gasoline,28,Automatic transmission,2012 Mitsubishi Eclipse Coupe,2012,2259837
Mitsubishi,20,Gasoline,28,Automatic transmission,2011 Mitsubishi Eclipse Coupe,2011,1657054
Mitsubishi,20,Gasoline,28,Manual transmission,2011 Mitsubishi Eclipse Coupe,2011,2374598
Mitsubishi,20,Gasoline,28,Automatic transmission,2011 Mitsubishi Eclipse Coupe,2011,1388177
Mitsubishi,17,Gasoline,25,Automatic transmission,2011 Mitsubishi Eclipse Coupe,2011,1008226
Mitsubishi,16,Gasoline,24,Automatic transmission,2010 Mitsubishi Eclipse Coupe,2010,2464756
Mitsubishi,20,Gasoline,28,Manual transmission,2010 Mitsubishi Eclipse Coupe,2010,2665302
Mitsubishi,20,Gasoline,27,Automatic transmission,2010 Mitsubishi Eclipse Coupe,2010,1369739
Mitsubishi,20,Gasoline,27,Automatic transmission,2010 Mitsubishi Eclipse Coupe,2010,1702381
Mitsubishi,16,Gasoline,25,Manual transmission,2010 Mitsubishi Eclipse Coupe,2010,1612344
Chevrolet,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe,2012,1137151
Chevrolet,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Coupe,2012,2412056
Chevrolet,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe,2012,1367938
Chevrolet,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Coupe,2012,623893
Chevrolet,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe,2012,1798828
Chevrolet,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Coupe,2012,985563
Chevrolet,16,Gasoline,26,Manual transmission,2012 Chevrolet Corvette Coupe,2012,2861978
Chevrolet,15,Gasoline,25,Automatic transmission,2012 Chevrolet Corvette Coupe,2012,1615759
Toyota,22,Gasoline,28,Automatic transmission,2010 Toyota RAV4,2010,1899400
Toyota,21,Gasoline,27,Automatic transmission,2010 Toyota RAV4,2010,2610800
Toyota,19,Gasoline,27,Automatic transmission,2010 Toyota RAV4,2010,2745341
Toyota,19,Gasoline,26,Automatic transmission,2010 Toyota RAV4,2010,1271122
Toyota,22,Gasoline,28,Automatic transmission,2010 Toyota RAV4,2010,1295806
Toyota,21,Gasoline,27,Automatic transmission,2010 Toyota RAV4,2010,2336117
Toyota,19,Gasoline,27,Automatic transmission,2010 Toyota RAV4,2010,2475435
Toyota,19,Gasoline,26,Automatic transmission,2010 Toyota RAV4,2010,2770179
Toyota,22,Gasoline,28,Automatic transmission,2010 Toyota RAV4,2010,2390960
Toyota,21,Gasoline,27,Automatic transmission,2010 Toyota RAV4,2010,764853
Toyota,19,Gasoline,27,Automatic transmission,2010 Toyota RAV4,2010,922854
Toyota,19,Gasoline,26,Automatic transmission,2010 Toyota RAV4,2010,1854595
Mitsubishi,20,Gasoline,27,Automatic transmission,2012 Mitsubishi Eclipse Spyder,2012,2016285
Mitsubishi,20,Gasoline,27,Automatic transmission,2012 Mitsubishi Eclipse Spyder,2012,2307055
Mitsubishi,16,Gasoline,24,Automatic transmission,2012 Mitsubishi Eclipse Spyder,2012,2020942
Chevrolet,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe,2011,1477574
Chevrolet,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe,2011,1812736
Chevrolet,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe,2011,1031108
Chevrolet,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe,2011,1720819
Chevrolet,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe,2011,899602
Chevrolet,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe,2011,1516197
Chevrolet,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Coupe,2011,1277434
Chevrolet,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe,2011,2979969
Mitsubishi,20,Gasoline,27,Automatic transmission,2011 Mitsubishi Eclipse Spyder,2011,611125
Mitsubishi,16,Gasoline,24,Automatic transmission,2011 Mitsubishi Eclipse Spyder,2011,536344
Mitsubishi,16,Gasoline,24,Automatic transmission,2010 Mitsubishi Eclipse Spyder,2010,2607192
